HumanGeneID	HumanModule	HumanPadj	MouseGeneID	MouseModule	MousePadj	ProfileCorrelation
MGLL	35	2.0632622005259e-06	Mgll	7	1.32155198933685e-09	0.556464101830296
GNE	33	0.580170303479555	Gne	1	1.0422418304097e-07	0.553910329526069
EIF3A	35	0.000204170388654855	Eif3a;AK087340	5	1.09834342127516e-05	0.553395711810501
RPL4	27	0.361937582712827	Rpl4	1	2.39199172517801e-10	0.551248951588834
TAOK3	35	0.0140811742182058	Taok3	1	1.06188792772417e-06	0.550618674728887
SARS	33	0.192232807712406	Sars	1	7.78808108788916e-08	0.54958333787074
CXXC5	33	0.180747634246349	Cxxc5	1	2.19558985011448e-05	0.547958924489174
CAMK1D	35	6.09238789916115e-20	Camk1d	8	0.0391936376799526	0.547023025348314
RPS28	32	2.12018125968275e-05	Rps28	1	2.02168360138302e-05	0.545463869431877
PON1	1	1.14087262533207e-14	Pon1	24	0.0629980931163899	0.54451701321331
GADD45G	35	2.68759122565289e-12	Gadd45g	8	0.270781278319689	0.544053269227584
GHITM	10	0.0386241313936885	Ghitm	29	0.00169653206244672	0.541562170110736
CYP2D6	34	1.90587691964893e-32	Cyp2d22	1	0.000985047413311817	0.540797855623939
LRRC58	35	7.93466567500137e-09	Lrrc58	5	0.0290567221398335	0.540659477083406
NOL7	27	0.969970864683541	Nol7	4	0.161258646694104	0.540487756480535
HNRNPM	24	0.613776643643449	Hnrnpm;mKIAA4193	7	0.853759577486944	0.539685539487731
SIK3	24	0.96106255732049	Sik3	14	0.911162906317116	0.538791656611019
HAAO	34	2.76576155514555e-05	Haao	1	1.08120650979015e-07	0.538212848436609
ARPP19	33	0.199862873793646	Arpp19	1	1.18117747572971e-16	0.537346667847575
GOT2	34	0.165839588208414	Got2	8	0.0669852801215282	0.53114983614148
CAPZB	31	0.000763499591939756	Capzb	1	0.00767867140403701	0.531014669206312
ZFP91	34	0.0690856264233488	Cntf;Zfp91	1	0.000311582250597513	0.530956336393225
DDRGK1	34	0.09224033812756	Ddrgk1	1	0.00367328906324902	0.530560487008207
ZMYND11	34	0.0048270164243875	Zmynd11;AK215297	5	0.13666969062464	0.528700796490711
HRG	1	2.66542539811929e-41	Hrg	31	0.00214652556741597	0.528073168886263
TPP1	3	0.113087706582022	Tpp1	31	0.664110172215575	0.520981041026911
ABCB4	34	0.00181826913605005	Abcb4	1	2.92898615388613e-18	0.52082312720597
ASS1	34	3.41672224257859e-34	Ass1	7	0.00181651122862408	0.520816631445879
LIMA1	35	0.145528434495327	Lima1	1	0.0122721301899521	0.520118678909327
UGT2B4	1	9.18137638163652e-42	Ugt2b1	31	0.22650991625646	0.517915518826744
ACADM	1	0.00176296669708805	Acadm	24	0.00230989806042106	0.515807355080403
DNAJC3	10	0.0159056828696144	Dnajc3	31	4.12724530189773e-07	0.515698091751289
VWA8	10	0.750953881681035	1300010F03Rik	14	0.984524803507931	0.514064945097546
APOM	24	0.000294938848568531	Apom	28	0.000330553610723837	0.512210779728604
MBL2	1	1.12604695144438e-10	Mbl2	28	1.4993308265678e-06	0.511376520248084
IK	35	0.24690232503543	Ik	19	0.537709786144081	0.510815597667086
RPSA	33	0.0200338371543816	Rpsa	5	0.00158266511021449	0.51057348828805
ELOVL5	10	0.394433951771189	Elovl5	31	9.64308759871446e-29	0.509443917875366
NDUFB9	24	0.0176511745666318	Ndufb9	2	0.000188596579917351	0.508476767008461
PSMA7	35	0.00898873473747592	Psma7	1	9.51093163275638e-05	0.507066938835525
RPLP0	33	0.00234907918906869	Rplp0	2	0.00015318106442346	0.506327919445526
OAF	34	1.00310469671695e-05	Oaf	7	0.11439246051454	0.505566719700697
NDUFV1	35	1.19841755350867e-09	Ndufv1	8	0.00525225672490526	0.502377785711568
KNG1	23	8.8800636053838e-11	Kng1	31	1.61994065275427e-17	0.501704466294482
MTUS1	35	0.0169169198315109	Mtus1	8	0.0208489788215686	0.49979538845409
AP3D1	34	0.0628196469216371	Ap3d1	1	0.0524487130114103	0.498201589380974
WBP1L	35	0.0325197036728632	D19Wsu162e;Opal1	7	0.00607811636510305	0.49746057764765
SAR1B	10	0.371430101959722	Sar1b	31	0.000480023659535726	0.496685767052087
RPL14	33	0.267483354961074	Rpl14	1	7.20066409747063e-19	0.496408771022064
AGMAT	32	3.99206829165148e-17	Agmat	1	0.00215541576364213	0.494912791134102
ALDH2	33	0.0538055451844568	Aldh2	1	4.00587547443899e-88	0.494086153725649
SDHC	32	1.31448040023851e-08	Sdhc	7	0.3532211362378	0.491332147996248
CST3	34	5.19483351997228e-14	Cst3	1	0.0046228878132755	0.48874613726081
DCAF5	35	0.0777810221482558	Dcaf5	8	0.364671335160835	0.484191971062732
EEF1B2	14	0.504921372039011	Eef1b2	27	0.00200782724308087	0.482728851613922
COX7A2	10	0.00451846658744272	Cox7a2	31	0.000138336254091296	0.482709282592993
RPS15	33	0.508889607114499	Rps15	1	4.26468725071196e-10	0.48258772946399
LCAT	34	5.90842848926147e-05	Lcat	1	1.01154042126936e-05	0.48103500184305
PFDN5	33	0.0649962482525773	Pfdn5	4	1.16815909253833e-06	0.478870690278727
ANKRD11	35	2.09791924801483e-17	Ankrd11	5	0.0606240539556947	0.47786258698576
ZNHIT1	35	1.57535767997967e-09	Znhit1	5	0.00343191558853417	0.476139391556765
GOLGA4	35	1.45115281789239e-07	Golga4	5	0.00219322947321653	0.47153794614117
NFE2L2	24	0.959991494945746	Nfe2l2	7	0.193680585097124	0.471372174508781
RRBP1	34	1.73320567566404e-14	Rrbp1	5	0.549988165298161	0.470694916059992
ICT1	33	0.986879789896718	Ict1	1	0.364671335160835	0.470026867905555
PRELID3B	13	0.108713511999761	Slmo2	5	0.226354882351491	0.469995674262557
CHP1	18	0.957529290043677	1500003O03Rik	3	0.235104163257408	0.465676911005727
H2AFY	31	0.213667631270095	H2afy	4	0.0531068315076747	0.464930646222135
ITM2B	1	7.2848944267317e-05	Itm2b	17	0.89613135003877	0.460947609774995
TBCB	35	0.216718726126799	Tbcb	1	0.0125725553280932	0.460614061335886
YBX1	32	0.00110380197212426	Ybx1	7	3.38478052781894e-06	0.459026045688688
TMEM57	34	0.662562737355551	Tmem57	1	0.000537532243050118	0.458540390487072
SND1	24	0.174575585218349	Snd1	14	0.960595157891484	0.457542736335986
RPS5	35	0.00550342261072314	Rps5	1	0.0279034038944159	0.457478862312286
HSBP1	33	0.000127503629526722	Hsbp1	2	0.000963345227515416	0.456941898262347
CXCL9	13	0.328657822618264	Cxcl9	14	0.543677234545598	0.453872045094638
HSPD1	35	0.000358276516824272	Hspd1	7	0.0634150420701071	0.453192769094188
SON	33	0.00794454808361645	Son;mKIAA1019	7	0.166320846263404	0.452438565265179
UQCRC1	24	0.00285052245569549	Uqcrc1	1	3.04481981289932e-07	0.451288935325107
RETSAT	23	0.193416919586412	Retsat	28	0.0263797332520641	0.449605471127272
SOD1	33	0.584443369686086	Sod1	1	3.4993236381356e-29	0.447329849614345
NDUFS4	8	0.0742817175849709	Ndufs4	15	0.464329938813268	0.447008427312165
OS9	34	0.107360487712546	Os9	24	0.393395085650532	0.445663715768372
NDUFS6	33	0.313933501482897	Ndufs6	1	0.000120533200243216	0.443743126043465
SERPINA11	23	0.0131408685258351	Serpina11	23	0.18985461882174	0.441502697532378
SDHD	8	0.000294938848568531	Sdhd	30	5.66859670873155e-09	0.441095268813842
CHD4	35	3.19991554154892e-07	Chd4;mKIAA4075	4	0.0046905101666858	0.437680677087749
HDGF	34	3.86527249788854e-08	Hdgf	7	0.491788380599709	0.435946245161601
ATRX	33	0.00418720577240465	Atrx	15	0.977800296712689	0.434676968549472
RPS27L	31	0.000121389995880709	Rps27l	1	4.84500138502322e-06	0.434196059097837
EIF3K	35	0.000339253199949546	Eif3k	2	0.096055059921493	0.43240443947182
AURKAIP1	35	0.000172251156061556	Aurkaip1	8	0.00112068345887132	0.43199514046152
SNX3	33	0.519907055835022	Snx3	27	0.444163639336689	0.431690206462509
ATP5J	1	3.2760381456429e-09	Atp5j	28	0.211386520274952	0.430565852809342
ATF4	24	0.138984426654872	Atf4	1	2.1611490866521e-08	0.429854275110063
HSP90B1	24	0.00127219910144624	Hsp90b1	31	1.20009776841575e-08	0.429759688541356
NUCB1	34	3.87194337880868e-08	Nucb1	1	0.037037207361704	0.429243707687949
TMEM176A	23	5.49228071458045e-09	Tmem176a	1	0.0274702855758754	0.42889950049682
CAT	1	1.66476364225749e-42	Cat	29	5.95313920966382e-08	0.428003978361986
DSTN	35	0.0182618886132731	Dstn	7	0.0455523243926702	0.427663277784075
HAL	24	0.614116662838648	Hal	31	1.44872656310686e-30	0.426481912489127
PDAP1	35	0.183772778565831	Pdap1	1	5.91949338849744e-06	0.425815512938004
PSMB4	33	0.500548692681384	Psmb4	1	0.0527880927190022	0.423893465272114
RER1	24	0.89032819764808	Rer1	15	0.760742957185428	0.422228815978024
NDUFB2	35	0.00239774758240204	Ndufb2	8	0.132739735175272	0.419173145503132
UBXN4	34	0.031766005425155	Ubxn4	1	4.9262822446757e-07	0.418703463627367
MAN1A1	1	2.50363101686881e-14	Man1a	19	0.251740286343533	0.41676628374281
RBM8A	31	0.617091325448156	Rbm8a	5	0.0106852674617745	0.415818261302633
ECH1	33	0.286067052692292	Ech1	1	9.31701161093707e-16	0.41513324336628
AP1B1	32	3.29552928645607e-05	Ap1b1	1	0.0122655995647538	0.414609058064665
XYLB	34	0.00242579776475031	Xylb	1	0.00291394510067715	0.413417546500083
FIS1	35	9.30111772562593e-08	Fis1	5	0.0127147153949102	0.411949801066606
CFLAR	31	1.34870099988531e-07	Cflar	14	0.219658113844389	0.409790685563687
ACADSB	1	1.12115656113172e-19	Acadsb	21	0.66708176903167	0.408039532115299
NDUFB4	3	0.490558049874597	Ndufb4	15	0.917068254936155	0.407539845300767
PSME2	35	0.00425086250098883	Psme2	7	0.0944251198780153	0.407503031792623
SLC38A3	34	8.5810015184823e-11	Slc38a3	1	2.59210631839601e-05	0.406976535679706
FOXO1	24	0.008061912005715	Foxo1	7	0.0247045211012347	0.405803381702196
PLIN5	35	4.50001496936612e-39	Plin5	1	0.147310845184618	0.405738844571182
RNF5	35	0.000104259536245417	Rnf5	4	0.861828266262076	0.405164866385619
FKBP5	32	0.00174075323381487	Fkbp5	1	0.0583379008134828	0.405153435195438
RAB2A	27	0.283149305820936	Rab2a;Rab2A	24	0.977229627992479	0.402827697123485
CEACAM1	13	0.70730740271394	Ceacam1	31	2.71802766326144e-05	0.401086376113651
PRDX4	24	0.185254797842246	Prdx4	31	4.66339003064923e-06	0.398443219343322
RPL13A	33	0.00306748938324341	Rpl13a;Rpl13a-ps1;Snord34	7	3.61269425648665e-09	0.39823270963264
CALM3	34	0.0336556180395395	Calm3	5	0.199378702906461	0.398031653249378
CLTA	33	0.0498987562739938	Clta	1	0.0106788115724412	0.397790251352345
DHRS1	13	0.958223280569285	Dhrs1	7	0.0789264564903141	0.392913758825238
PON3	1	0.00108256988849975	Pon3	31	0.0207461829316326	0.389630053560112
CLEC4G	32	0.000446173340692395	Clec4g	5	0.0497139416423693	0.388364778947541
EMC7	18	0.527280983863931	2900064A13Rik;ORF3	12	0.242467541181366	0.383894843425656
SEC62	1	2.06263770947608e-05	Sec62	28	0.0546633446826523	0.383753665968888
IGFBP7	32	0.0277531625982485	Igfbp7	5	0.153519017599994	0.381832523714242
CLINT1	3	0.41099341082576	Clint1	27	0.353733423079603	0.378921095658219
ESD	10	0.0338556560086212	Esd	31	9.31506937850305e-09	0.376945807701077
GNMT	33	0.335673282218999	Gnmt	18	0.395708671405868	0.375918432331193
FASN	35	0.000563497872692148	Fasn	1	0.992709214698985	0.375378708034253
BRK1	35	4.26204452321246e-12	6720456B07Rik	1	0.426310006322443	0.374209552822587
DDX5	3	0.167238548754376	Ddx5;Mir3064	31	0.0330359665551849	0.374078222036889
HADHA	35	0.00620955215839025	Hadha	24	0.0110116899538807	0.37393666531786
ZCRB1	29	0.128735135171851	Zcrb1;MADP-1	1	0.0122655995647538	0.371271834170865
BAIAP2	34	2.88483936337126e-12	Baiap2	9	0.32291545480794	0.369784989835563
KLF13	35	2.50897875365861e-05	Klf13	1	0.000166872598044145	0.368518100562116
DNAJC22	35	6.73636153389013e-05	Dnajc22	14	0.732817380885532	0.36497680919063
C1QA	32	0.0103263793039185	C1qa	1	0.304450591474537	0.364805338716706
METAP2	31	0.0536956139610067	Metap2	1	0.0194951959955804	0.356767779478889
ATP5A1	6	0.053749420464288	Atp5a1	31	9.20456515625556e-20	0.354139287059899
SLC29A1	34	0.134008098986362	Slc29a1;Ent1	1	3.61269425648665e-09	0.354045832483639
C17orf89	25	0.911531504089767	1810043H04Rik	4	0.523384680989484	0.353323972215251
MYH9	34	0.0181780033090572	Myh9	24	0.548169299026175	0.344346353690809
SCAF11	35	1.62127852016159e-13	Scaf11	1	0.665427526141229	0.343585589274574
TXN2	34	1.85307106098775e-09	Txn2	6	0.464581362096229	0.340048898027115
FGL1	13	0.184768315719454	Fgl1	28	3.71059998275616e-05	0.337284535228806
MDH2	35	4.47523758033392e-05	Mdh2	1	0.456141777507829	0.335736327651962
PPP2R2A	34	0.00302682327157808	Ppp2r2d;Ppp2r2a	1	0.0308301503807831	0.325785483658815
TALDO1	34	0.595985311131195	Taldo1	1	1.05540636695983e-05	0.318603777486893
ATP5O	3	0.447911319779696	Atp5o	24	0.0366687413489807	0.316791855218417
SSR4	35	0.00929841551939379	Ssr4	7	0.346022892885117	0.315494780733126
CCDC47	10	0.183430882493372	Ccdc47;Strada	17	0.913168809578167	0.315262769306929
GLYAT	18	0.60834345601367	Glyat	5	0.84607476733041	0.313458847086038
ATP5C1	8	0.185307886935094	Atp5c1	31	2.41027404119135e-06	0.313415278400214
CAMK2N1	33	0.043534420112943	Camk2n1	7	0.0079892518496761	0.308382781327947
PSAP	34	4.36009895341551e-10	Psap	9	0.239670784635612	0.307663765311857
VKORC1	24	0.0762573261780437	Vkorc1	27	0.127819262556034	0.307398367957828
CYP8B1	24	1.19126181678428e-11	Cyp8b1	1	0.00587997985425356	0.306881405948915
GORASP2	34	0.591827931689874	Gorasp2	27	0.491788380599709	0.304695252744565
SLC40A1	1	0.0795639254674941	Slc40a1	31	0.220794503062451	0.304650368111933
UBE2R2	33	0.00425086250098883	Ube2r2	24	0.677034299948765	0.303412300593102
SCARB2	24	0.886227397055285	Scarb2	5	0.160000872394352	0.301917973522744
GUCD1	33	0.0127975458106868	1110038D17Rik	7	0.229639008952756	0.300856898054104
DDX6	35	0.00894571699819224	Ddx6	8	0.00256194675628521	0.298560623897871
CFB	24	2.60935784614926e-06	Cfb	31	2.35176617590216e-10	0.298087146178001
HAMP	31	0.0267501573122521	Hamp	8	1.01300485290891e-20	0.296923833935116
COX4I1	25	0.904778104954728	Cox4i1	1	1.78852164161091e-06	0.296165776428653
UPB1	33	0.0853043286219803	Upb1	1	3.6818656574684e-06	0.292800422637562
GRN	34	7.28825342192519e-06	Grn	1	0.0948696876346116	0.292333278068692
RAC1	32	0.00275191767206338	Rac1	4	0.995842713496284	0.291886031146437
TAF10	27	0.297923243391822	Taf10	1	0.00593428836590811	0.289991129537739
AHCY	24	0.482978587285229	Ahcy	24	0.444163639336689	0.289882365121399
TEF	35	0.30232186551028	Tef	1	0.00852784958732103	0.287011449557997
ANAPC5	35	1.0471395606357e-06	Anapc5	7	0.150987363060529	0.28639837709846
GALM	35	1.98087069457182e-05	Galm	12	0.324949628624791	0.28611906697823
SRRM2	35	2.30075856432634e-44	Srrm2	5	0.855960073732721	0.284951831073315
TRAM1	1	0.359609249451713	Tram1	31	0.335647640449842	0.284344699275776
RBM47	33	0.181056932423764	Rbm47	1	0.338964460406901	0.28287048529483
AARS	34	0.593574853803328	Aars;Exosc6	1	1.58134362315461e-11	0.282712829106669
GNAS	7	0.313125426470384	Gnas	1	8.02369256443001e-05	0.282386319213278
EIF4B	18	0.213055660473163	Eif4b	7	0.014770767750111	0.28148453601841
ADH5	30	0.656988365839411	Adh5	14	0.900913922429124	0.280900138298819
HINT1	22	0.412870457260914	Hint1	1	7.50895256672349e-05	0.278612685924804
NNT	18	0.88392453889537	Nnt	31	2.88402253786095e-05	0.278513945913098
CPN2	23	0.0027461470386716	Cpn2	30	5.11861658222902e-05	0.273517371172225
MRPL34	34	0.00572473562627046	Mrpl34	12	0.031452653466285	0.273497298715187
COX7B	18	0.471933744584387	Cox7b	27	1.26857401542293e-05	0.270121457338641
TMF1	33	0.319778083538737	Tmf1	7	0.409181189035976	0.268643434776505
ANPEP	35	3.10218765688508e-10	Anpep	1	0.273581001138529	0.268568505307632
CSDE1	33	0.0132552413484013	Csde1;mKIAA0885	14	0.698517351880834	0.266573423212652
PDCD6IP	27	0.520775420938391	Pdcd6ip	4	0.544170053345579	0.264347406457218
ERRFI1	1	6.03952761943415e-18	Errfi1	29	0.0202813341583056	0.263985028349851
GDF15	35	3.37903783109347e-05	Gdf15	1	6.65128542865966e-06	0.262254236613747
HNRNPAB	18	0.886842808619555	Hnrnpab	1	0.242171101254361	0.259660072045509
RNF114	18	0.457224202342779	Rnf114	1	0.00283528625069262	0.259274828590387
PSMB1	24	0.358475501083576	Psmb1	2	2.89245844914511e-07	0.256095014470506
ARL6IP1	3	0.159971102018013	Arl6ip1	29	0.0875026758707509	0.255383404269494
EIF1	18	0.135280881721158	Eif1	1	5.18097303210298e-06	0.251377638649714
DAP	31	0.0204960047203842	Dap	1	0.442767819430475	0.249459348131449
FMO5	3	0.0274534571295312	Fmo5	31	0.000290315263724021	0.24926886323213
ECE1	34	3.88956578785939e-05	Ece1	18	0.202901630909258	0.248830560644652
SLC22A18	34	0.00550342261072314	Slc22a18	8	0.230980879741985	0.247518683450944
TMSB4X	35	6.25096174409325e-16	Tmsb4x	5	0.101509510568145	0.245642641216004
NDUFB11	34	0.0366099617574136	Ndufb11	15	0.861825643416632	0.244440475391273
YY1	35	1.18988057624328e-05	Yy1	5	0.158493622943783	0.243685827176317
COL18A1	35	4.92545209667561e-13	Col18a1	4	0.74156324277738	0.241442747811305
ABCB6	34	0.602860051497303	Abcb6	15	0.947994615867648	0.241386712270757
ATP5B	33	0.793459968863502	Atp5b	1	0.000495420759265219	0.236867753618191
MALSU1	1	0.20040246800019	2410003K15Rik	1	0.664873378594844	0.2346614104456
PXMP4	32	3.78608285737072e-13	Pxmp4	7	0.0066697300382926	0.233646201952625
UQCRH	1	0.825107341716267	Uqcrh	12	0.00962971596977357	0.23341746295922
NIT2	32	0.182167378729802	Nit2	2	0.0372972040552474	0.230130872018426
RPS8	33	0.63230642659449	Rps8	1	2.0613034544788e-06	0.229302990603965
CHCHD2	33	0.980974273430913	Chchd2	1	4.91899670642567e-08	0.224548259937247
METTL7B	24	0.638740621003581	Mettl7b	2	0.0469044259115273	0.215646761384973
LYPLA1	7	0.157733297717665	Lypla1	24	0.758164650236032	0.213275086668962
AHSG	24	1.00490814783461e-17	Ahsg	27	0.44949532154476	0.212891219372478
GNB2L1	32	6.70679616838441e-07	Gnb2l1;Snord96a	8	0.119638358033881	0.212247806577904
CNBP	7	6.68341135081577e-05	Cnbp	29	0.0234532996063586	0.211400772910125
F2	24	6.04472740700648e-11	F2	31	1.09631188747733e-14	0.210104795682914
MRC1	7	0.371310988394717	Mrc1	5	0.143091736273749	0.209833007537472
RPL23	33	0.989761405296474	Rpl23	12	0.525572021484313	0.209692281916736
F12	34	3.98384657084033e-25	F12	15	0.364671335160835	0.209268885003449
RHOU	1	0.0211897119257498	Rhou	14	0.304747273236436	0.205046040861164
ALAS1	34	0.00743556741207858	Alas1	1	1.67478467622084e-06	0.204328765045256
OTC	13	0.860557291842752	Otc	27	0.149943623123161	0.203758535649059
BNIP3	3	1.30307181212408e-07	Bnip3	23	0.0409840298974766	0.203283674321898
RBPMS	34	0.206918244623212	Rbpms;Rbpms2	1	0.0706718759448133	0.202090682237973
FAF1	35	0.202187641727023	Faf1	19	0.67667910420961	0.200180460697417
ONECUT2	20	0.743079784528024	Onecut2	5	0.0013180272684598	0.193280896529351
G6PC	24	0.0184465560649249	G6pc	31	3.80823547460344e-47	0.188299973739054
A1CF	33	0.0487902004660668	A1cf	7	0.0168493341455093	0.187217483318939
MGST1	1	5.19649701126034e-23	Mgst1	24	0.687287026550309	0.18677512616402
APOE	34	1.83678945615723e-41	Apoe	1	3.27410607143237e-30	0.186692351044828
ATP5F1	7	0.00310522643220825	Atp5f1	31	3.75260142064229e-10	0.184419974635125
RPS2	33	0.0116685001894645	Gm10653;Rps2	9	0.135935840581046	0.181951407694285
ALDH1L1	35	2.59872347295453e-21	Aldh1l1	14	0.933447394960349	0.180616957864743
PRKAR1A	3	0.137838508175434	Prkar1a	5	0.456162593138832	0.179477976019634
XBP1	14	0.113580953342546	Xbp1	15	0.754351030805075	0.178241735470275
HGD	35	3.95594140428936e-13	Hgd	4	0.678116415701171	0.177680183581367
THRSP	33	0.216766668571847	Thrsp	6	0.0282290200463053	0.171255567130579
SRP68	13	0.786305121242739	Srp68	5	0.271937946432012	0.164830499267719
C3	24	8.59328132497401e-07	C3	31	1.61856457129517e-05	0.164119139956438
WWP1	10	0.104754093183215	Wwp1	12	0.878184061562663	0.16033964039079
MTDH	23	0.00543355977209027	Mtdh	4	0.0730137135517283	0.160021621625973
POLE4	32	0.505598671538634	Pole4	15	0.473274202600833	0.158078654813412
HAO1	3	2.49112151530972e-08	Hao1	29	0.426351013652839	0.157003726311279
AKAP13	35	3.12529284817526e-11	Akap13	7	0.834168903350848	0.154669263641459
PON2	23	0.92396158408426	Pon2	17	0.382222359812905	0.149430831573949
MAGT1	34	0.727089838789795	Magt1	4	0.353733423079603	0.145408164564869
H3F3A	18	0.0398133233626933	H3f3a;H3f3b	8	0.709188930942292	0.145103372929009
SEPP1	11	0.76933885971066	Sepp1	31	1.98228957994771e-67	0.144944370604148
MCUR1	33	0.655582149066515	Ccdc90a	1	0.00943935434311311	0.144500897299173
ZCCHC6	35	4.48355448304832e-08	Zcchc6	5	0.786247324459078	0.142888733500283
TMEM183A	33	0.202756644842732	Tmem183a	14	0.456141777507829	0.142742474515371
UBAP1	14	0.398552508490504	Ubap1	1	0.155874712407566	0.141784323016091
MRPS15	33	0.627832808208393	Mrps15	1	0.855898297897027	0.140450309767202
SEC13	33	0.580171509349306	Sec13	5	0.0172966478621294	0.140174248252316
ID2	1	0.00129029766804361	Id2	24	9.94044139334885e-05	0.138836189505019
OSBPL1A	34	0.103766245929197	Osbpl1a	1	0.716511893617068	0.135235380212489
PERP	13	0.717607753670056	Perp	25	0.464581362096229	0.134507972773571
SSR2	34	0.0946601878655752	Ssr2	4	0.702344130430741	0.130532647949169
SLC25A22	34	0.576638884270135	Slc25a22	1	6.90006951243443e-05	0.129498744623669
TMEM53	34	0.00856430965682451	Tmem53	24	0.588440601308872	0.129211127432894
HTATIP2	27	0.514345645305023	Htatip2	1	1.33573464243182e-05	0.127116935425962
APOA2	23	3.35419460859246e-06	Apoa2	1	5.11712087278841e-76	0.122224982903227
FAM162A	3	0.00378715137078206	Fam162a	12	0.815075884760616	0.122076413860981
ITGB5	33	0.67381767277449	Itgb5	16	0.810492254839884	0.121850980007568
MTHFD1	3	0.188735895741539	Mthfd1	27	0.484687623882439	0.115684252735877
UBE2D3	32	0.0172671180387358	Ube2d3;Ube2d2b	31	0.34347774805076	0.114470792687592
TOMM7	18	0.572328247577706	Tomm7	2	0.0449367534485203	0.105915237441165
DHRS3	23	0.00572473562627046	Dhrs3	1	0.50388052650441	0.105397621379363
ACBD6	14	0.829928856418771	Acbd6	4	0.782218659054525	0.101624549182308
MAP1LC3B	31	0.669088211211236	Map1lc3b	1	4.83563634806338e-06	0.100096852038882
RPL41	33	0.186779265487452	Rpl41	1	0.016919230976628	0.0955168700070909
RPL7L1	32	1.51542916552536e-12	Rpl7l1	7	0.183324693807552	0.0909244275774618
NDUFA10	23	0.0609259857368915	Ndufa10	5	0.0204640756927867	0.08897790493332
PRDX6	14	0.844710215649739	Prdx6	7	1.6745679478723e-06	0.0883528666211697
LARP1B	33	0.469811738335601	Larp1b	4	0.723553689809862	0.0868336641889498
APLP2	1	0.485786922407176	Aplp2	31	0.00452138835103255	0.0865760379099643
NDFIP1	10	0.0429697479160615	Ndfip1	5	0.646250925817316	0.0827286262011664
INSIG2	10	0.558924170335346	Insig2	31	5.35885432869813e-26	0.0824951341169038
SBDS	14	0.237223444625001	Sbds	1	0.0207361530664853	0.0779601429986817
EPHX1	24	8.24177250749974e-20	Ephx1	19	0.630713108233006	0.0758617425911388
SLC25A5	7	0.239594068459343	Slc25a5	24	0.00350214222061171	0.0749230063951048
PRKD3	32	0.0200338371543816	Prkd3	1	0.000766289823874852	0.0691999779149985
SRPR	23	0.00994249437862524	Srpr	26	0.67667910420961	0.0638402510194542
GLO1	14	0.742904922642079	Glo1	2	0.00985580737660518	0.0544307786742819
TM7SF3	34	7.13358088943828e-07	Tm7sf3	1	0.790397171056237	0.0543627972544079
C7orf73	7	0.21949164116845	1810058I24Rik	1	2.67525526114732e-24	0.0509645795305376
ELL2	1	0.000215125117304078	Ell2	1	0.183803483940295	0.0506094825100955
MRPS23	35	0.00164761028188066	Mrps23	15	0.917068254936155	0.050047407692008
APOA1	24	2.89090733417394e-06	Apoa1	31	6.45386989799509e-14	0.0498104141831174
GHR	10	0.0642043285969799	Ghr	28	0.149635696301805	0.0469394770140438
RAB3GAP1	34	0.123096496589784	Rab3gap1	6	0.395708671405868	0.0416766202696534
RBBP6	34	0.00206879320911176	Rbbp6	14	0.839495276688528	0.0412182915240181
AMDHD1	17	0.971965250573951	Amdhd1	31	2.22284606422234e-15	0.0369812406342022
ATP5SL	34	0.453626062251034	Atp5sl	1	0.0270864175892163	0.0332439773256446
NDUFA1	1	5.68135948582378e-06	Ndufa1	17	0.839937651112811	0.0319221755044464
ARHGEF12	7	0.0515657019500278	Arhgef12	5	0.130039189750089	0.0285960253012567
HNRNPU	35	0.00648622094270687	BC033430;Hnrnpu;AK049600	7	0.0360654049226746	0.024043441924197
HMGN5	35	0.00224408954976614	Hmgn5	7	0.272725497668275	0.023455524078877
SHFM1	14	0.624049140758986	Shfm1	1	0.0385936131628652	0.0227557672260618
LRG1	34	1.20428647083075e-20	Lrg1	1	0.00885554641300411	0.0200073044818704
PNKD	35	0.00231497992568094	Pnkd	12	0.90303500159707	0.0190745960762417
FAM134A	24	0.0372899602431052	Fam134a	19	0.133873759173957	0.0165407580537734
IQGAP2	24	0.165839588208414	Iqgap2	5	4.34984815584228e-06	0.0155351165692146
GSPT1	33	0.890513525730658	Gspt1	4	0.399218025967708	0.0140933130977889
SLC39A4	35	0.188267110710158	Slc39a4	27	0.199378702906461	0.0134577330964444
LONP2	35	1.51215567489765e-09	Lonp2	24	0.00168968357646405	0.013349784304733
TF	24	7.08118782521443e-19	Trf	31	5.50222169803942e-40	0.0108107208265352
RPS26	24	0.00136958527378124	Rps26	1	5.25319357441013e-15	0.0105915997963522
DNASE1L3	32	0.00551547068829838	Dnase1l3	5	0.153519017599994	0.0102716600761577
ST3GAL5	1	0.475533716171857	St3gal5	14	0.976543947149667	0.0101471585169475
ARG1	7	3.77244863910427e-19	Arg1	24	2.36055247372457e-18	0.00303367914565914
BAAT	34	2.79564846598372e-05	Baat	24	0.588582465565478	0.00207946434358388
ASGR2	34	2.00481919193828e-08	Asgr2	24	0.0410465747989405	0.00198349598540026
SAMM50	33	0.741512943399554	Samm50	8	0.237088606535623	0.00069673762495669
RPL18	33	7.76411042558753e-05	Rpl18	5	0.0875645234108241	-0.00105316895277083
SAA1	34	9.12213564200121e-25	Saa1	7	0.420164891339839	-0.00648035148108119
FABP1	18	0.291287153622251	Fabp1	1	5.90574633893565e-14	-0.0137258874624828
